date, pm25, pm10, o3, no2, so2, co
2022/7/22, 87, 19, 72, 5, , 2
2022/7/23, 45, 43, 110, 10, , 4
2022/7/24, 86, 42, 97, 9, , 2
2022/7/25, 73, 36, 86, 6, , 2
2022/7/26, 82, 26, 45, 7, , 4
2022/7/27, 61, 8, 50, 5, , 2
2022/7/28, 20, 28, 80, 10, , 3
2022/7/29, 56, 41, 84, 8, , 4
2022/7/30, 92, 36, 83, 8, , 3
2022/7/31, 76, 50, 97, 8, , 4
2022/8/1, 104, 52, 81, 10, , 4
2022/8/2, 113, 47, 78, 6, , 3
2022/8/3, 103, 50, 81, 7, , 3
2022/8/4, 112, 27, 104, 6, , 3
2022/8/5, 63, 40, 64, 8, 1, 5
2022/8/6, 87, 36, 77, 9, , 6
2022/8/7, 89, 14, 33, 7, , 3
2022/8/8, 32, 13, 34, 7, 1, 3
2022/8/9, 30, 24, 63, 9, 1, 3
2022/8/10, 45, 35, 86, 9, , 3
2022/8/11, 61, 47, 85, 7, , 5
2022/8/12, 94, 54, 91, 10, , 7
2022/8/13, 125, 38, 31, 10, , 8
2022/8/14, 90, 17, 38, 9, , 6
2022/8/15, 47, 13, 59, 7, 1, 2
2022/8/16, 21, 43, 68, 7, 1, 4
2022/8/17, 77, 39, 44, 8, , 5
2022/8/18, 96, 11, 35, 7, , 4
2022/8/19, 49, 23, 58, 9, , 2
2022/8/20, 41, 43, 81, 7, , 5
2022/8/21, 81, 17, 56, 6, 1, 3
2022/8/22, 46, 12, 24, 9, 1, 1
2022/8/23, 20, 22, 52, 9, , 2
2022/8/24, 39, 26, 34, 9, , 2
2022/8/25, 40, 22, 26, 8, , 2
2022/8/26, 28, 18, 32, 8, 1, 1
2022/8/27, 22, 44, 31, 15, 1, 4
2022/8/28, 60, 30, 33, 5, 1, 2
2022/8/29, 68, 38, 68, 10, , 3
2022/8/30, 74, 14, 39, 10, 1, 2
2022/8/31, 19, 29, 53, 8, , 2
2022/9/1, 34, 40, 57, 11, , 3
2022/9/2, 59, 56, 66, 15, , 4
2022/9/3, 95, 48, 73, 9, , 5
2022/9/4, 97, 13, 34, 5, , 1
2022/9/5, 19, 24, 30, 9, , 1
2022/9/6, 29, 32, 51, 13, , 2
2022/9/7, 44, 53, 98, 15, , 3
2022/9/8, 70, 69, 124, 16, , 7
2022/9/9, 112, 68, 118, 12, , 8
2022/9/10, 129, 46, 79, 7, , 5
2022/9/11, 84, 63, 99, 10, , 6
2022/9/12, 126, 68, 85, 15, 1, 7
2022/9/13, 138, 44, 56, 10, , 5
2022/9/14, 90, 39, 69, 8, , 4
2022/9/15, 65, 47, 79, 11, , 5
2022/9/16, 77, 63, 95, 14, 1, 6
2022/9/17, 106, 29, 36, 10, , 4
2022/9/18, 45, 25, 31, 10, , 1
2022/9/19, 27, 24, 33, 7, , 1
2022/9/20, 28, 50, 54, 13, 1, 3
2022/9/21, 65, 46, 31, 7, , 3
2022/9/22, 63, 24, 28, 4, , 1
2022/9/23, 18, 41, 44, 12, 1, 2
2022/9/24, 51, 84, 77, 18, 2, 5
2022/9/25, 129, 91, 101, 21, 2, 7
2022/9/26, 149, 90, 101, 22, 1, 7
2022/9/27, 141, 92, 99, 20, 1, 8
2022/9/28, 146, 97, 111, 22, 1, 9
2022/9/29, 158, 102, 104, 26, 1, 8
2022/9/30, 158, 78, 50, 17, , 6
2022/4/1, 47, 25, 37, 7, , 1
2022/4/2, 42, 51, 48, 9, , 2
2022/4/3, 72, 81, 68, 9, 1, 5
2022/4/4, 153, 85, 40, 11, , 3
2022/4/5, 108, 53, 31, 6, , 1
2022/4/6, 39, 59, 39, 14, , 2
2022/4/7, 86, 99, 92, 16, 2, 8
2022/4/8, 165, 104, 68, 17, 1, 5
2022/4/9, 165, 105, 104, 17, 2, 10
2022/4/10, 174, 119, 39, 20, 1, 8
2022/4/11, 139, 71, 41, 6, , 2
2022/4/12, 60, 48, 48, 7, , 2
2022/4/13, 79, 24, 39, 6, 1, 2
2022/4/14, 45, 21, 39, 3, , 1
2022/4/15, 31, 32, 41, 6, , 1
2022/4/16, 63, 69, 32, 16, 1, 5
2022/4/17, 131, 80, 73, 16, 1, 7
2022/4/18, 156, 71, 51, 19, 1, 4
2022/4/19, 118, 69, 71, 14, , 3
2022/4/20, 96, 90, 38, 10, , 3
2022/4/21, 103, 37, 41, 2, 1, 2
2022/4/22, 40, 74, 61, 9, 1, 4
2022/4/23, 95, 100, 80, 14, 3, 8
2022/4/24, 140, 102, 81, 11, 2, 15
2022/4/25, 151, 85, 39, 4, 1, 6
2022/4/26, 75, 28, 31, 6, , 5
2022/4/27, 41, 23, 33, 6, , 4
2022/4/28, 55, 51, 40, 7, , 4
2022/4/29, 120, 13, 38, 2, , 1
2022/4/30, 23, 30, 41, 7, , 1
2022/5/1, 41, 45, 54, 13, 2, 4
2022/5/2, 82, 58, 77, 12, , 3
2022/5/3, 98, 72, 94, 12, , 4
2022/5/4, 115, 74, 92, 7, 1, 3
2022/5/5, 147, 56, 36, 5, , 3
2022/5/6, 65, 35, 33, 7, , 4
2022/5/7, 56, 25, 29, 6, 1, 2
2022/5/8, 57, 35, 45, 8, , 2
2022/5/9, 69, 62, 30, 8, , 4
2022/5/10, 143, 42, 39, 8, , 3
2022/5/11, 94, 20, 39, 4, , 2
2022/5/12, 47, 18, 38, 5, 1, 1
2022/5/13, 27, 19, 39, 6, , 1
2022/5/14, 29, 22, 43, 8, 1, 2
2022/5/15, 42, 29, 48, 9, 1, 2
2022/5/16, 53, 61, 82, 11, 2, 4
2022/5/17, 100, 40, 57, 5, , 3
2022/5/18, 71, 66, 100, 9, 2, 5
2022/5/19, 118, 78, 116, 10, 2, 6
2022/5/20, 130, 66, 114, 9, 1, 4
2022/5/21, 104, 66, 120, 8, 1, 4
2022/5/22, 97, 59, 91, 6, , 3
2022/5/23, 90, 57, 92, 8, , 4
2022/5/24, 92, 18, 41, 2, , 1
2022/5/25, 18, 26, 41, 7, , 1
2022/5/26, 33, 37, 61, 10, 1, 3
2022/5/27, 51, 70, 122, 8, 1, 4
2022/5/28, 85, 40, 54, 4, 1, 2
2022/5/29, 52, 25, 53, 6, , 2
2022/5/30, 33, 52, 101, 15, , 3
2022/5/31, 71, 36, 74, 9, 1, 3
2022/6/1, 57, 48, 120, 12, 1, 3
2022/6/2, 77, 64, 138, 12, 3, 5
2022/6/3, 101, 43, 83, 4, , 4
2022/6/4, 79, 30, 43, 5, , 3
2022/6/5, 47, 8, 40, 3, 1, 2
2022/6/6, 14, 24, 58, 6, , 3
2022/6/7, 39, 50, 51, 7, 1, 6
2022/6/8, 82, 47, 47, 9, , 9
2022/6/9, 79, 55, 83, 6, , 6
2022/6/10, 88, 43, 57, 8, , 5
2022/6/11, 72, 30, 74, 5, , 4
2022/6/12, 64, 29, 47, 6, , 4
2022/6/13, 61, 29, 52, 8, , 4
2022/6/14, 53, 39, 76, 6, , 6
2022/6/15, 77, 44, 105, 8, 1, 5
2022/6/16, 75, 65, 113, 9, 1, 9
2022/6/17, 111, 53, 119, 6, , 8
2022/6/18, 98, 49, 114, 6, , 7
2022/6/19, 84, 57, 126, 7, , 7
2022/6/20, 99, 83, 139, 13, 1, 10
2022/6/21, 155, 62, 52, 10, , 9
2022/6/22, 144, 15, 70, 6, 1, 3
2022/6/23, 62, 15, 66, 8, , 1
2022/6/24, 18, 55, 164, 13, 1, 2
2022/6/25, 67, 55, 98, 7, 1, 4
2022/6/26, 80, 36, 63, 6, 1, 5
2022/6/27, 78, 18, 42, 6, 1, 4
2022/6/28, 48, 13, 41, 5, 1, 3
2022/6/29, 34, 25, 71, 7, 1, 4
2022/6/30, 51, 24, 67, 5, 1, 5
2022/1/3, 78, 50, 8, 24, 2, 9
2022/1/4, 105, 56, 8, 25, , 9
2022/1/5, 151, 50, 16, 24, , 8
2022/1/6, 136, 75, 5, 31, , 12
2022/1/7, 172, 49, 24, 20, , 8
2022/1/8, 119, 53, 8, 18, , 8
2022/1/9, 112, 24, 25, 9, , 4
2022/1/10, 51, 20, 15, 12, , 3
2022/1/11, 44, 36, 20, 16, , 5
2022/1/12, 59, 18, 19, 10, , 2
2022/1/13, 39, 68, 7, 25, 1, 8
2022/1/14, 141, 51, 23, 15, , 6
2022/1/15, 90, 19, 17, 9, 1, 2
2022/1/16, 35, 33, 19, 16, , 4
2022/1/17, 56, 66, 4, 31, 2, 9
2022/1/18, 141, 60, 15, 17, 2, 9
2022/1/19, 138, 39, 14, 11, , 5
2022/1/20, 111, 58, 14, 13, , 7
2022/1/21, 142, , 8, 21, 1, 13
2022/1/22, 177, , 5, 21, , 12
2022/1/23, 188, , 10, 15, , 13
2022/1/24, 198, 8, 24, 9, , 7
2022/1/25, 111, 18, 21, 6, , 2
2022/1/26, 44, 18, 24, 6, 1, 2
2022/1/27, 48, 21, 22, 6, , 3
2022/1/28, 56, 25, 24, 9, , 3
2022/1/29, 58, 89, 22, 18, , 9
2022/1/30, 166, 19, 26, 3, , 3
2022/1/31, 36, 11, 27, 3, , 1
2022/2/1, 29, 18, 26, 5, , 1
2022/2/2, 45, 11, 31, 3, , 1
2022/2/3, 31, 11, 30, 2, , 1
2022/2/4, 26, 12, 29, 3, , 1
2022/2/5, 28, 13, 29, 4, , 1
2022/2/6, 31, 18, 25, 6, , 2
2022/2/7, 41, 25, 25, 9, , 3
2022/2/8, 59, 56, 23, 19, 1, 6
2022/2/9, 124, 63, 32, 19, 1, 6
2022/2/10, 142, 63, 30, 14, 1, 4
2022/2/11, 131, 50, 22, 7, , 4
2022/2/12, 94, 59, 16, 8, , 6
2022/2/13, 133, 16, 32, 4, , 2
2022/2/14, 50, 22, 25, 7, , 2
2022/2/15, 48, 22, 27, 5, , 2
2022/2/16, 48, 37, 25, 10, , 4
2022/2/17, 80, 38, 30, 9, , 3
2022/2/18, 93, 14, 28, 3, , 1
2022/2/19, 34, 20, 27, 5, , 2
2022/2/20, 39, 20, 27, 4, , 2
2022/2/21, 36, 18, 29, 4, 1, 2
2022/2/22, 45, 25, 23, 10, 1, 3
2022/2/23, 58, 39, 22, 13, 1, 4
2022/2/24, 79, 85, 26, 22, 2, 8
2022/2/25, 149, 19, 32, 5, , 2
2022/2/26, 31, 47, 25, 17, , 4
2022/2/27, 70, 84, 31, 22, 3, 8
2022/2/28, 131, 17, 28, 3, , 1
2022/3/1, 28, 44, 33, 11, 1, 3
2022/3/2, 58, 57, 28, 10, 1, 4
2022/3/3, 77, 82, 33, 13, 1, 4
2022/3/4, 83, 32, 32, 4, , 2
2022/3/5, 27, 47, 31, 17, 2, 3
2022/3/6, 76, 47, 33, 13, 2, 4
2022/3/7, 77, 80, 34, 23, 3, 7
2022/3/8, 143, 113, 44, 27, 4, 10
2022/3/9, 177, 155, 63, 22, 2, 11
2022/3/10, 204, 104, 30, 15, 1, 10
2022/3/11, 150, 56, 34, 11, 1, 5
2022/3/12, 114, 64, 30, 13, , 7
2022/3/13, 142, 44, 39, 6, , 3
2022/3/14, 85, 64, 28, 11, , 6
2022/3/15, 119, 82, 28, 14, , 5
2022/3/16, 126, 37, 21, 7, 1, 2
2022/3/17, 60, 53, 12, 11, , 5
2022/3/18, 127, 26, 34, 7, , 4
2022/3/19, 73, 47, 34, 13, , 3
2022/3/20, 105, 10, 34, 6, , 1
2022/3/21, 24, 26, 29, 8, , 2
2022/3/22, 52, 66, 22, 18, , 4
2022/3/23, 142, 92, 9, 24, , 7
2022/3/24, 169, 99, 24, 15, , 4
2022/3/25, 118, 65, 34, 7, , 1
2022/3/26, 52, 24, 37, 3, , 1
2022/3/27, 26, 66, 40, 8, 1, 2
2022/3/28, 85, 73, 27, 12, 1, 6
2022/3/29, 134, 35, 22, 8, , 4
2022/3/30, 88, 20, 36, 8, , 2
2022/3/31, 50, 29, 36, 8, , 1
2021/10/1, 36, 58, 23, 20, , 8
2021/10/2, 92, 52, 27, 15, , 8
2021/10/3, 90, 16, 17, 7, , 2
2021/10/4, 14, 14, 13, 9, , 2
2021/10/5, 30, 11, 15, 9, , 3
2021/10/6, 32, 17, 25, 13, , 3
2021/10/7, 43, 34, 31, 17, , 6
2021/10/8, 70, 28, 22, 13, , 5
2021/10/9, 77, 23, 25, 7, , 2
2021/10/10, 23, 31, 24, 16, , 3
2021/10/11, 39, 35, 27, 19, , 4
2021/10/12, 57, 51, 35, 24, , 6
2021/10/13, 115, 42, 22, 15, , 5
2021/10/14, 79, 29, 25, 6, , 2
2021/10/15, 37, 19, 26, 3, , 3
2021/10/16, 19, 40, 18, 12, , 3
2021/10/17, 62, 67, 18, 18, , 5
2021/10/18, 119, 17, 24, 7, , 2
2021/10/19, 23, 48, 17, 18, , 4
2021/10/20, 82, 37, 25, 15, , 3
2021/10/21, 58, 27, 28, 16, , 2
2021/10/22, 39, 54, 23, 22, 1, 3
2021/10/23, 96, 71, 27, 27, 1, 7
2021/10/24, 159, 86, 30, 33, 1, 9
2021/10/25, 193, 40, 28, 22, , 6
2021/10/26, 101, 25, 26, 13, 1, 2
2021/10/27, 29, 46, 17, 22, , 5
2021/10/28, 69, 73, 15, 34, 2, 8
2021/10/29, 150, 89, 27, 32, 1, 9
2021/10/30, 180, 47, 25, 7, , 2
2021/10/31, 57, 61, 10, 22, , 7
2021/11/1, 142, 64, 11, 24, , 6
2021/11/2, 156, 68, 10, 28, 1, 8
2021/11/3, 173, , 12, 27, , 9
2021/11/4, 191, 87, 6, 28, , 12
2021/11/5, 192, 57, 20, 16, , 12
2021/11/6, 106, 8, 23, 3, , 4
2021/11/7, 14, 14, 26, 3, , 3
2021/11/8, 20, 10, 26, 4, , 40
2021/11/9, 24, 13, 25, 4, , 1
2021/11/10, 25, 16, 23, 5, , 1
2021/11/11, 25, 34, 18, 15, , 3
2021/11/12, 52, 55, 24, 15, 1, 5
2021/11/13, 75, 55, 18, 14, , 3
2021/11/14, 75, 74, 15, 14, 1, 5
2021/11/15, 101, 68, 12, 18, , 9
2021/11/16, 135, 77, 10, 26, , 9
2021/11/17, 167, 82, 6, 35, , 13
2021/11/18, 184, 27, 18, 12, , 3
2021/11/19, 42, 52, 7, 20, , 5
2021/11/20, 76, 122, 20, 11, 1, 4
2021/11/21, 89, 32, 20, 4, , 2
2021/11/22, 31, 44, 11, 21, , 5
2021/11/23, 67, 59, 7, 26, , 7
2021/11/24, 104, 63, 12, 25, , 9
2021/11/25, 111, 45, 18, 17, , 4
2021/11/26, 67, 71, 5, 28, 1, 9
2021/11/27, 151, 84, 3, 33, 2, 12
2021/11/28, 177, 24, 13, 18, , 6
2021/11/29, 119, 20, 21, 4, , 2
2021/11/30, 18, 21, 18, 13, 1, 3
2021/12/1, 35, 35, 25, 11, , 3
2021/12/2, 42, 39, 16, 15, , 4
2021/12/3, 54, 47, 9, 25, , 7
2021/12/4, 77, 70, 3, 33, 1, 10
2021/12/5, 140, 36, 23, 14, , 4
2021/12/6, 58, 26, 14, 18, , 4
2021/12/7, 49, 47, 4, 24, , 5
2021/12/8, 101, , 1, 27, 1, 9
2021/12/9, 172, 43, 12, 20, , 7
2021/12/10, 133, 35, 24, 13, , 5
2021/12/11, 77, 15, 23, 4, , 2
2021/12/12, 21, 42, 10, 22, , 6
2021/12/13, 87, 63, 6, 27, 1, 8
2021/12/14, 140, 77, 2, 29, 1, 13
2021/12/15, 159, 44, 24, 9, , 7
2021/12/16, 59, 18, 22, 4, , 3
2021/12/17, 26, 42, 24, 14, , 3
2021/12/18, 55, 66, 5, 31, 1, 7
2021/12/19, 112, 76, 16, 28, 1, 9
2021/12/20, 123, 53, 17, 15, 1, 4
2021/12/21, 79, 42, 11, 13, 1, 5
2021/12/22, 94, 60, 4, 20, 1, 8
2021/12/23, 123, 25, 21, 6, 1, 4
2021/12/24, 33, 15, 22, 4, 1, 2
2021/12/25, 24, 24, 17, 10, , 2
2021/12/26, 38, 48, 10, 23, , 6
2021/12/27, 79, 49, 7, 26, 1, 8
2021/12/28, 105, 40, 24, 8, , 2
2021/12/29, 41, 36, 26, 8, , 2
2021/12/30, 44, 41, 9, 24, 1, 6
2021/12/31, 70, 49, 24, 17, 1, 6
2022/1/1, 83, 21, 19, 8, , 2
2022/1/2, 43, 45, 15, 19, , 4
2021/7/1, 47, 27, 85, 5, , 4
2021/7/2, 48, 19, 70, 5, 1, 4
2021/7/3, 33, 20, 54, 6, , 3
2021/7/4, 38, 33, 74, 13, , 4
2021/7/5, 52, 31, 79, 5, 1, 5
2021/7/6, 54, 47, 102, 10, 1, 7
2021/7/7, 83, 32, 74, 9, 1, 4
2021/7/8, 46, 36, 107, 9, 1, 5
2021/7/9, 62, 55, 111, 12, , 7
2021/7/10, 86, 44, 83, 8, , 8
2021/7/11, 75, 10, 25, 6, 1, 5
2021/7/12, 20, 20, 63, 8, 1, 6
2021/7/13, 39, 30, 77, 8, 1, 6
2021/7/14, 64, 38, 69, 7, , 8
2021/7/15, 74, 29, 56, 6, , 6
2021/7/16, 60, 24, 33, 6, , 6
2021/7/17, 50, 35, 30, 9, 1, 6
2021/7/18, 69, 28, 54, 8, , 5
2021/7/19, 54, 33, 53, 7, , 5
2021/7/20, 64, 38, 38, 10, , 5
2021/7/21, 59, 29, 27, 13, , 7
2021/7/22, 58, 31, 53, 11, 1, 4
2021/7/23, 57, 49, 67, 11, 1, 4
2021/7/24, 82, 51, 66, 9, , 4
2021/7/25, 84, 52, 70, 8, 1, 5
2021/7/26, 82, 24, 34, 8, 1, 6
2021/7/27, 50, 21, 29, 12, , 8
2021/7/28, 50, 18, 26, 8, , 5
2021/7/29, 47, 11, 35, 6, , 4
2021/7/30, 30, 36, 106, 10, , 6
2021/7/31, 62, 15, 36, 5, , 2
2021/8/1, 18, 16, 52, 6, , 3
2021/8/2, 17, 37, 79, 6, 1, 6
2021/8/3, 57, 43, 82, 8, , 6
2021/8/4, 95, 43, 85, 10, , 6
2021/8/5, 83, 38, 83, 9, , 5
2021/8/6, 74, 59, 112, 11, , 6
2021/8/7, 110, 64, 93, 14, , 7
2021/8/8, 113, 26, 92, 6, , 5
2021/8/9, 54, 33, 89, 9, 1, 5
2021/8/10, 56, 52, 75, 12, , 8
2021/8/11, 92, 47, 73, 8, , 8
2021/8/12, 86, 37, 72, 9, , 6
2021/8/13, 69, 36, 55, 8, , 5
2021/8/14, 75, 36, 46, 10, , 5
2021/8/15, 72, 42, 52, 10, , 7
2021/8/16, 80, 25, 52, 5, 1, 4
2021/8/17, 37, 32, 54, 9, , 5
2021/8/18, 59, 25, 35, 8, , 5
2021/8/19, 56, 22, 56, 7, , 5
2021/8/20, 33, 32, 55, 10, 1, 4
2021/8/21, 37, 61, 69, 10, 1, 8
2021/8/22, 104, 44, 68, 6, , 6
2021/8/23, 79, 21, 42, 6, 1, 3
2021/8/24, 35, 17, 34, 8, 1, 2
2021/8/25, 23, 19, 36, 6, , 3
2021/8/26, 25, 24, 55, 9, , 3
2021/8/27, 36, 28, 40, 11, 1, 3
2021/8/28, 43, 37, 70, 10, , 4
2021/8/29, 62, 49, 76, 14, 1, 6
2021/8/30, 78, 32, 67, 8, 1, 5
2021/8/31, 69, 35, 74, 13, , 4
2021/9/1, 56, 43, 78, 11, , 5
2021/9/2, 69, 52, 97, 11, , 7
2021/9/3, 93, 39, 40, 10, , 8
2021/9/4, 81, 26, 41, 10, 1, 5
2021/9/5, 56, 12, 27, 6, 1, 4
2021/9/6, 26, 27, 59, 12, 1, 5
2021/9/7, 50, 41, 82, 11, 1, 6
2021/9/8, 73, 46, 55, 13, , 7
2021/9/9, 95, 54, 94, 14, , 8
2021/9/10, 101, 66, 101, 13, 1, 10
2021/9/11, 136, 51, 30, 15, , 9
2021/9/12, 82, 37, 45, 14, , 8
2021/9/13, 64, 41, 35, 13, 1, 9
2021/9/14, 66, 45, 50, 14, , 6
2021/9/15, 61, 37, 18, 16, 1, 7
2021/9/16, 59, 27, 44, 12, , 4
2021/9/17, 36, 47, 35, 17, , 5
2021/9/18, 69, 32, 30, 10, , 6
2021/9/19, 62, 21, 30, 7, 1, 4
2021/9/20, 28, 16, 37, 10, 1, 4
2021/9/21, 26, 28, 47, 13, , 4
2021/9/22, 38, 51, 61, 19, 1, 6
2021/9/23, 73, 25, 28, 11, , 8
2021/9/24, 61, 28, 39, 10, 1, 6
2021/9/25, 48, 25, 23, 16, , 6
2021/9/26, 54, 28, 44, 12, , 4
2021/9/27, 51, 46, 39, 18, 1, 6
2021/9/28, 78, 43, 41, 15, , 4
2021/9/29, 67, 54, 31, 13, , 8
2021/9/30, 91, 24, 31, 11, , 4
2021/4/1, 157, 51, 35, 10, , 3
2021/4/2, 91, 35, 35, 10, , 2
2021/4/3, 58, 27, 37, 10, , 1
2021/4/4, 26, 60, 42, 14, 1, 3
2021/4/5, 97, 55, 44, 15, , 3
2021/4/6, 91, 68, 41, 20, 1, 5
2021/4/7, 117, 56, 53, 14, 1, 3
2021/4/8, 92, 58, 40, 16, 2, 5
2021/4/9, 111, 74, 52, 16, 3, 8
2021/4/10, 147, 66, 49, 13, , 4
2021/4/11, 128, 68, 31, 15, 1, 5
2021/4/12, 102, 31, 35, 4, , 1
2021/4/13, 24, 60, 37, 13, 1, 2
2021/4/14, 96, 252, 37, 10, 3, 3
2021/4/15, 140, 120, 31, 5, , 2
2021/4/16, 98, 31, 34, 7, , 1
2021/4/17, 32, 61, 44, 17, 1, 3
2021/4/18, 78, 88, 71, 20, 1, 5
2021/4/19, 152, 79, 72, 20, 1, 5
2021/4/20, 125, 57, 44, 18, , 4
2021/4/21, 94, 39, 37, 12, , 5
2021/4/22, 100, 34, 42, 11, , 5
2021/4/23, 77, 38, 43, 9, , 4
2021/4/24, 81, 54, 48, 10, , 5
2021/4/25, 133, 53, 59, 12, 1, 4
2021/4/26, 102, 82, 37, 10, , 2
2021/4/27, 81, 55, 39, 5, 1, 1
2021/4/28, 52, 63, 39, 11, , 3
2021/4/29, 63, 36, 30, 9, , 2
2021/4/30, 52, 29, 32, 8, , 3
2021/5/1, 46, 42, 41, 6, , 1
2021/5/2, 50, 64, 61, 7, 2, 4
2021/5/3, 101, 55, 38, 4, 1, 1
2021/5/4, 55, 76, 48, 6, , 2
2021/5/5, 84, 295, 40, 5, 1, 2
2021/5/6, 161, 124, 40, 2, 1, 2
2021/5/7, 106, 129, 37, 7, , 2
2021/5/8, 110, 51, 52, 15, 1, 3
2021/5/9, 76, 49, 50, 11, 1, 4
2021/5/10, 68, 42, 71, 9, , 6
2021/5/11, 80, 49, 70, 15, , 3
2021/5/12, 55, 63, 55, 14, 2, 9
2021/5/13, 142, 59, 40, 13, , 9
2021/5/14, 114, 35, 30, 7, , 4
2021/5/15, 54, 23, 38, 7, , 1
2021/5/16, 15, 47, 48, 16, , 3
2021/5/17, 53, 60, 52, 16, 1, 5
2021/5/18, 75, 62, 88, 9, 2, 5
2021/5/19, 102, 62, 76, 8, 1, 4
2021/5/20, 114, 63, 101, 10, , 5
2021/5/21, 110, 68, 107, 11, 1, 5
2021/5/22, 91, 130, 34, 4, , 1
2021/5/23, 112, 53, 34, 7, 2, 2
2021/5/24, 62, 68, 66, 7, , 2
2021/5/25, 67, 62, 48, 13, , 4
2021/5/26, 62, 48, 36, 13, , 4
2021/5/27, 51, 22, 44, 4, 1, 1
2021/5/28, 23, 35, 59, 7, , 2
2021/5/29, 38, 36, 80, 8, , 3
2021/5/30, 61, 44, 35, 10, , 10
2021/5/31, 88, 33, 55, 8, , 4
2021/6/1, 55, 49, 39, 13, , 6
2021/6/2, 79, 26, 36, 7, , 2
2021/6/3, 17, 33, 39, 8, , 2
2021/6/4, 30, 31, 44, 11, 1, 2
2021/6/5, 41, 45, 80, 12, , 3
2021/6/6, 52, 44, 74, 9, 1, 6
2021/6/7, 74, 50, 114, 8, 1, 6
2021/6/8, 88, 49, 47, 11, , 7
2021/6/9, 87, 23, 73, 8, 1, 3
2021/6/10, 36, 44, 77, 15, , 3
2021/6/11, 55, 70, 133, 18, 1, 4
2021/6/12, 102, 71, 115, 11, 1, 9
2021/6/13, 119, 30, 40, 7, 1, 9
2021/6/14, 73, 37, 96, 7, , 7
2021/6/15, 70, 32, 30, 10, , 6
2021/6/16, 65, 22, 43, 7, , 2
2021/6/17, 36, 26, 38, 9, 1, 2
2021/6/18, 21, 34, 42, 13, , 2
2021/6/19, 39, 32, 52, 12, , 1
2021/6/20, 46, 64, 95, 13, 1, 4
2021/6/21, 74, 36, 90, 8, , 4
2021/6/22, 58, 36, 50, 11, , 4
2021/6/23, 71, 44, 80, 14, , 6
2021/6/24, 81, 57, 81, 11, , 8
2021/6/25, 106, 43, 71, 8, 1, 6
2021/6/26, 66, 51, 106, 8, , 6
2021/6/27, 82, 38, 97, 9, , 7
2021/6/28, 96, 38, 49, 7, 1, 6
2021/6/29, 81, 29, 88, 5, , 5
2021/6/30, 59, 26, 67, 8, , 4
2021/1/4, 50, 25, 20, 9, , 2
2021/1/5, 49, 61, 21, 5, 1, 2
2021/1/6, 46, 29, 21, 6, 1, 2
2021/1/7, 38, 27, 23, 5, , 1
2021/1/8, 30, 34, 26, 7, 1, 1
2021/1/9, 38, 22, 23, 6, 1, 1
2021/1/10, 33, 52, 22, 9, 1, 2
2021/1/11, 71, 91, 8, 23, 1, 7
2021/1/12, 121, 164, 25, 13, , 4
2021/1/13, 139, 71, 12, 16, 2, 8
2021/1/14, 132, 93, 26, 8, , 4
2021/1/15, 111, 25, 25, 6, 1, 1
2021/1/16, 38, 41, 18, 9, , 3
2021/1/17, 59, 52, 17, 12, 1, 2
2021/1/18, 67, 45, 13, 14, 1, 5
2021/1/19, 97, 53, 12, 16, 1, 6
2021/1/20, 139, 72, 9, 27, 2, 10
2021/1/21, 164, 73, 13, 22, 4, 11
2021/1/22, 150, 62, 13, 22, 1, 10
2021/1/23, 143, 73, 14, 24, 2, 11
2021/1/24, 171, 84, 2, 32, , 14
2021/1/25, 189, 63, 23, 18, 1, 9
2021/1/26, 149, 56, 25, 17, 2, 7
2021/1/27, 93, 48, 26, 4, , 1
2021/1/28, 33, 52, 11, 18, 1, 4
2021/1/29, 78, 65, 15, 23, 1, 7
2021/1/30, 112, 63, 11, 14, 1, 9
2021/1/31, 152, 41, 25, 7, , 4
2021/2/1, 53, 36, 21, 8, , 3
2021/2/2, 54, 45, 27, 15, 1, 4
2021/2/3, 64, 54, 20, 14, 1, 4
2021/2/4, 114, 59, 19, 25, 2, 8
2021/2/5, 138, 86, 30, 14, 1, 5
2021/2/6, 105, 41, 28, 6, 1, 2
2021/2/7, 73, 42, 25, 13, 1, 4
2021/2/8, 105, 63, 30, 19, 2, 8
2021/2/9, 160, 73, 38, 20, 4, 9
2021/2/10, 169, 89, 33, 21, 3, 15
2021/2/11, 239, 128, 47, 15, 4, 14
2021/2/12, 265, 130, 12, 17, 1, 19
2021/2/13, 259, , 31, 9, , 12
2021/2/14, 162, 46, 29, 3, , 2
2021/2/15, 43, 32, 32, 1, , 1
2021/2/16, 33, 15, 31, 3, , 1
2021/2/17, 35, 37, 22, 11, 2, 4
2021/2/18, 86, 54, 26, 23, 2, 7
2021/2/19, 125, 74, 20, 29, 2, 9
2021/2/20, 131, 119, 30, 20, 2, 7
2021/2/21, 145, 62, 30, 8, 1, 3
2021/2/22, 84, 45, 21, 9, , 4
2021/2/23, 82, 39, 18, 10, 1, 6
2021/2/24, 115, 64, 28, 17, 1, 8
2021/2/25, 165, 94, 38, 19, 2, 13
2021/2/26, 193, 70, 40, 15, 3, 8
2021/2/27, 178, , 19, 20, 1, 8
2021/2/28, 167, 20, 24, 5, , 3
2021/3/1, 73, 75, 14, 8, , 6
2021/3/2, 144, 51, 10, 18, , 9
2021/3/3, 184, 104, 12, 25, , 11
2021/3/4, 207, 48, 18, 20, , 11
2021/3/5, 179, 44, 18, 9, , 3
